odf,delta,dataset,sample_index,pair_k,from,to,from_root,to_root,from_qual,to_qual,same_root,detected
superflux,0.3,broken_sustain,3,6,B min,G maj,B,G,min,maj,False,1
superflux,0.3,broken_sustain,3,7,G maj,C dim,G,C,maj,dim,False,1
superflux,0.3,broken_sustain,3,8,C dim,F♯ maj,C,F♯,dim,maj,False,1
superflux,0.3,broken_sustain,4,0,C min,B dim,C,B,min,dim,False,1
superflux,0.3,broken_sustain,4,1,B dim,C min,B,C,dim,min,False,1
superflux,0.3,broken_sustain,4,2,C min,C maj,C,C,min,maj,True,1
superflux,0.3,broken_sustain,4,3,C maj,D♯ dim,C,D♯,maj,dim,False,1
superflux,0.3,broken_sustain,4,4,D♯ dim,B min,D♯,B,dim,min,False,1
superflux,0.3,broken_sustain,4,5,B min,D♯ maj,B,D♯,min,maj,False,1
superflux,0.3,broken_sustain,4,6,D♯ maj,C min,D♯,C,maj,min,False,1
superflux,0.3,broken_sustain,4,7,C min,F♯ min,C,F♯,min,min,False,1
superflux,0.3,broken_sustain,4,8,F♯ min,C♯ min,F♯,C♯,min,min,False,0
superflux,0.3,broken_sustain,5,0,B dim,E maj,B,E,dim,maj,False,1
superflux,0.3,broken_sustain,5,1,E maj,A dim,E,A,maj,dim,False,1
superflux,0.3,broken_sustain,5,2,A dim,C♯ min,A,C♯,dim,min,False,1
superflux,0.3,broken_sustain,5,3,C♯ min,D♯ maj,C♯,D♯,min,maj,False,1
superflux,0.3,broken_sustain,5,4,D♯ maj,C maj,D♯,C,maj,maj,False,1
superflux,0.3,broken_sustain,5,5,C maj,F♯ min,C,F♯,maj,min,False,1
superflux,0.3,broken_sustain,5,6,F♯ min,A min,F♯,A,min,min,False,1
superflux,0.3,broken_sustain,5,7,A min,C dim,A,C,min,dim,False,1
superflux,0.3,broken_sustain,5,8,C dim,G♯ maj,C,G♯,dim,maj,False,1
superflux,0.3,broken_sustain,6,0,C♯ maj,A♯ dim,C♯,A♯,maj,dim,False,1
superflux,0.3,broken_sustain,6,1,A♯ dim,G♯ min,A♯,G♯,dim,min,False,1
superflux,0.3,broken_sustain,6,2,G♯ min,G♯ min,G♯,G♯,min,min,True,1
superflux,0.3,broken_sustain,6,3,G♯ min,B maj,G♯,B,min,maj,False,1
superflux,0.3,broken_sustain,6,4,B maj,G♯ min,B,G♯,maj,min,False,1
superflux,0.3,broken_sustain,6,5,G♯ min,E maj,G♯,E,min,maj,False,1
superflux,0.3,broken_sustain,6,6,E maj,B min,E,B,maj,min,False,1
superflux,0.3,broken_sustain,6,7,B min,A♯ min,B,A♯,min,min,False,1
superflux,0.3,broken_sustain,6,8,A♯ min,F dim,A♯,F,min,dim,False,1
superflux,0.3,broken_sustain,7,0,G min,F maj,G,F,min,maj,False,1
superflux,0.3,broken_sustain,7,1,F maj,A maj,F,A,maj,maj,False,1
superflux,0.3,broken_sustain,7,2,A maj,D♯ maj,A,D♯,maj,maj,False,1
superflux,0.3,broken_sustain,7,3,D♯ maj,G maj,D♯,G,maj,maj,False,1
superflux,0.3,broken_sustain,7,4,G maj,D min,G,D,maj,min,False,1
superflux,0.3,broken_sustain,7,5,D min,F min,D,F,min,min,False,1
superflux,0.3,broken_sustain,7,6,F min,F♯ min,F,F♯,min,min,False,1
superflux,0.3,broken_sustain,7,7,F♯ min,F♯ dim,F♯,F♯,min,dim,True,1
superflux,0.3,broken_sustain,7,8,F♯ dim,B maj,F♯,B,dim,maj,False,1
superflux,0.3,broken_sustain,8,0,G maj,D♯ min,G,D♯,maj,min,False,1
superflux,0.3,broken_sustain,8,1,D♯ min,F♯ min,D♯,F♯,min,min,False,1
superflux,0.3,broken_sustain,8,2,F♯ min,D maj,F♯,D,min,maj,False,1
superflux,0.3,broken_sustain,8,3,D maj,A♯ min,D,A♯,maj,min,False,1
superflux,0.3,broken_sustain,8,4,A♯ min,C dim,A♯,C,min,dim,False,1
superflux,0.3,broken_sustain,8,5,C dim,D maj,C,D,dim,maj,False,1
superflux,0.3,broken_sustain,8,6,D maj,A♯ maj,D,A♯,maj,maj,False,1
superflux,0.3,broken_sustain,8,7,A♯ maj,G♯ min,A♯,G♯,maj,min,False,1
superflux,0.3,broken_sustain,8,8,G♯ min,G maj,G♯,G,min,maj,False,1
superflux,0.3,broken_sustain,9,0,G min,F♯ maj,G,F♯,min,maj,False,1
superflux,0.3,broken_sustain,9,1,F♯ maj,G dim,F♯,G,maj,dim,False,1
superflux,0.3,broken_sustain,9,2,G dim,E dim,G,E,dim,dim,False,0
superflux,0.3,broken_sustain,9,3,E dim,C♯ dim,E,C♯,dim,dim,False,1
superflux,0.3,broken_sustain,9,4,C♯ dim,C♯ dim,C♯,C♯,dim,dim,True,1
superflux,0.3,broken_sustain,9,5,C♯ dim,C♯ dim,C♯,C♯,dim,dim,True,1
superflux,0.3,broken_sustain,9,6,C♯ dim,F♯ dim,C♯,F♯,dim,dim,False,0
superflux,0.3,broken_sustain,9,7,F♯ dim,B maj,F♯,B,dim,maj,False,1
superflux,0.3,broken_sustain,9,8,B maj,E min,B,E,maj,min,False,1
superflux,0.3,broken_sustain,10,0,D min,D♯ dim,D,D♯,min,dim,False,1
superflux,0.3,broken_sustain,10,1,D♯ dim,F♯ maj,D♯,F♯,dim,maj,False,1
superflux,0.3,broken_sustain,10,2,F♯ maj,A dim,F♯,A,maj,dim,False,1
superflux,0.3,broken_sustain,10,3,A dim,C♯ min,A,C♯,dim,min,False,1
superflux,0.3,broken_sustain,10,4,C♯ min,E maj,C♯,E,min,maj,False,1
superflux,0.3,broken_sustain,10,5,E maj,G♯ maj,E,G♯,maj,maj,False,1
superflux,0.3,broken_sustain,10,6,G♯ maj,D maj,G♯,D,maj,maj,False,1
superflux,0.3,broken_sustain,10,7,D maj,G maj,D,G,maj,maj,False,1
superflux,0.3,broken_sustain,10,8,G maj,A♯ min,G,A♯,maj,min,False,1
superflux,0.3,broken_sustain,11,0,A♯ dim,G min,A♯,G,dim,min,False,1
superflux,0.3,broken_sustain,11,1,G min,C♯ dim,G,C♯,min,dim,False,1
superflux,0.3,broken_sustain,11,2,C♯ dim,G dim,C♯,G,dim,dim,False,1
superflux,0.3,broken_sustain,11,3,G dim,C min,G,C,dim,min,False,1
superflux,0.3,broken_sustain,11,4,C min,D♯ dim,C,D♯,min,dim,False,0
superflux,0.3,broken_sustain,11,5,D♯ dim,C♯ dim,D♯,C♯,dim,dim,False,1
superflux,0.3,broken_sustain,11,6,C♯ dim,D♯ min,C♯,D♯,dim,min,False,0
superflux,0.3,broken_sustain,11,7,D♯ min,D♯ min,D♯,D♯,min,min,True,1
superflux,0.3,broken_sustain,11,8,D♯ min,G♯ dim,D♯,G♯,min,dim,False,1
superflux,0.3,broken_sustain,12,0,D♯ min,D min,D♯,D,min,min,False,1
superflux,0.3,broken_sustain,12,1,D min,C♯ min,D,C♯,min,min,False,1
superflux,0.3,broken_sustain,12,2,C♯ min,G♯ maj,C♯,G♯,min,maj,False,1
superflux,0.3,broken_sustain,12,3,G♯ maj,A♯ dim,G♯,A♯,maj,dim,False,1
superflux,0.3,broken_sustain,12,4,A♯ dim,A maj,A♯,A,dim,maj,False,1
superflux,0.3,broken_sustain,12,5,A maj,C♯ maj,A,C♯,maj,maj,False,1
superflux,0.3,broken_sustain,12,6,C♯ maj,E dim,C♯,E,maj,dim,False,1
superflux,0.3,broken_sustain,12,7,E dim,F♯ min,E,F♯,dim,min,False,1
superflux,0.3,broken_sustain,12,8,F♯ min,F maj,F♯,F,min,maj,False,1
superflux,0.3,broken_sustain,13,0,F♯ maj,G♯ maj,F♯,G♯,maj,maj,False,1
superflux,0.3,broken_sustain,13,1,G♯ maj,B min,G♯,B,maj,min,False,1
superflux,0.3,broken_sustain,13,2,B min,E maj,B,E,min,maj,False,1
superflux,0.3,broken_sustain,13,3,E maj,A♯ maj,E,A♯,maj,maj,False,1
superflux,0.3,broken_sustain,13,4,A♯ maj,D♯ maj,A♯,D♯,maj,maj,False,1
superflux,0.3,broken_sustain,13,5,D♯ maj,D♯ min,D♯,D♯,maj,min,True,1
superflux,0.3,broken_sustain,13,6,D♯ min,A min,D♯,A,min,min,False,1
superflux,0.3,broken_sustain,13,7,A min,A min,A,A,min,min,True,1
superflux,0.3,broken_sustain,13,8,A min,A♯ maj,A,A♯,min,maj,False,1
superflux,0.3,broken_sustain,14,0,B dim,D♯ min,B,D♯,dim,min,False,1
superflux,0.3,broken_sustain,14,1,D♯ min,E min,D♯,E,min,min,False,1
superflux,0.3,broken_sustain,14,2,E min,D dim,E,D,min,dim,False,1
superflux,0.3,broken_sustain,14,3,D dim,F min,D,F,dim,min,False,1
superflux,0.3,broken_sustain,14,4,F min,C maj,F,C,min,maj,False,1
superflux,0.3,broken_sustain,14,5,C maj,G dim,C,G,maj,dim,False,1
superflux,0.3,broken_sustain,14,6,G dim,B maj,G,B,dim,maj,False,1
superflux,0.3,broken_sustain,14,7,B maj,A min,B,A,maj,min,False,1
superflux,0.3,broken_sustain,14,8,A min,D maj,A,D,min,maj,False,1
superflux,0.3,broken_sustain,15,0,C♯ maj,A♯ min,C♯,A♯,maj,min,False,1
superflux,0.3,broken_sustain,15,1,A♯ min,A dim,A♯,A,min,dim,False,1
superflux,0.3,broken_sustain,15,2,A dim,A maj,A,A,dim,maj,True,1
superflux,0.3,broken_sustain,15,3,A maj,D♯ maj,A,D♯,maj,maj,False,1
superflux,0.3,broken_sustain,15,4,D♯ maj,A♯ dim,D♯,A♯,maj,dim,False,1
superflux,0.3,broken_sustain,15,5,A♯ dim,C maj,A♯,C,dim,maj,False,1
superflux,0.3,broken_sustain,15,6,C maj,D maj,C,D,maj,maj,False,1
superflux,0.3,broken_sustain,15,7,D maj,C♯ min,D,C♯,maj,min,False,1
superflux,0.3,broken_sustain,15,8,C♯ min,F maj,C♯,F,min,maj,False,1
superflux,0.3,broken_sustain,16,0,F♯ min,D♯ maj,F♯,D♯,min,maj,False,1
superflux,0.3,broken_sustain,16,1,D♯ maj,B dim,D♯,B,maj,dim,False,1
superflux,0.3,broken_sustain,16,2,B dim,F♯ maj,B,F♯,dim,maj,False,1
superflux,0.3,broken_sustain,16,3,F♯ maj,D♯ dim,F♯,D♯,maj,dim,False,1
superflux,0.3,broken_sustain,16,4,D♯ dim,F♯ dim,D♯,F♯,dim,dim,False,1
superflux,0.3,broken_sustain,16,5,F♯ dim,F min,F♯,F,dim,min,False,1
superflux,0.3,broken_sustain,16,6,F min,F dim,F,F,min,dim,True,1
superflux,0.3,broken_sustain,16,7,F dim,B maj,F,B,dim,maj,False,1
superflux,0.3,broken_sustain,16,8,B maj,C dim,B,C,maj,dim,False,1
superflux,0.3,broken_sustain,17,0,B min,G maj,B,G,min,maj,False,1
superflux,0.3,broken_sustain,17,1,G maj,C♯ min,G,C♯,maj,min,False,1
superflux,0.3,broken_sustain,17,2,C♯ min,E dim,C♯,E,min,dim,False,1
superflux,0.3,broken_sustain,17,3,E dim,A♯ min,E,A♯,dim,min,False,1
superflux,0.3,broken_sustain,17,4,A♯ min,C maj,A♯,C,min,maj,False,1
superflux,0.3,broken_sustain,17,5,C maj,A♯ min,C,A♯,maj,min,False,1
superflux,0.3,broken_sustain,17,6,A♯ min,G min,A♯,G,min,min,False,1
superflux,0.3,broken_sustain,17,7,G min,F min,G,F,min,min,False,1
superflux,0.3,broken_sustain,17,8,F min,A♯ min,F,A♯,min,min,False,1
superflux,0.3,broken_sustain,18,0,C dim,A dim,C,A,dim,dim,False,1
superflux,0.3,broken_sustain,18,1,A dim,C dim,A,C,dim,dim,False,1
superflux,0.3,broken_sustain,18,2,C dim,A maj,C,A,dim,maj,False,1
superflux,0.3,broken_sustain,18,3,A maj,F min,A,F,maj,min,False,1
superflux,0.3,broken_sustain,18,4,F min,F♯ maj,F,F♯,min,maj,False,1
superflux,0.3,broken_sustain,18,5,F♯ maj,F dim,F♯,F,maj,dim,False,1
superflux,0.3,broken_sustain,18,6,F dim,A♯ maj,F,A♯,dim,maj,False,1
superflux,0.3,broken_sustain,18,7,A♯ maj,A♯ maj,A♯,A♯,maj,maj,True,1
superflux,0.3,broken_sustain,18,8,A♯ maj,F♯ maj,A♯,F♯,maj,maj,False,1
superflux,0.3,broken_sustain,19,0,F♯ maj,C maj,F♯,C,maj,maj,False,1
superflux,0.3,broken_sustain,19,1,C maj,E dim,C,E,maj,dim,False,1
superflux,0.3,broken_sustain,19,2,E dim,C dim,E,C,dim,dim,False,1
superflux,0.3,broken_sustain,19,3,C dim,A♯ dim,C,A♯,dim,dim,False,1
superflux,0.3,broken_sustain,19,4,A♯ dim,F♯ dim,A♯,F♯,dim,dim,False,1
superflux,0.3,broken_sustain,19,5,F♯ dim,B dim,F♯,B,dim,dim,False,1
superflux,0.3,broken_sustain,19,6,B dim,F♯ maj,B,F♯,dim,maj,False,1
superflux,0.3,broken_sustain,19,7,F♯ maj,G♯ min,F♯,G♯,maj,min,False,1
superflux,0.3,broken_sustain,19,8,G♯ min,A♯ dim,G♯,A♯,min,dim,False,1
superflux,0.3,normal_no-sustain,0,0,C♯ dim,G min,C♯,G,dim,min,False,1
superflux,0.3,normal_no-sustain,0,1,G min,G maj,G,G,min,maj,True,1
superflux,0.3,normal_no-sustain,0,2,G maj,C min,G,C,maj,min,False,1
superflux,0.3,normal_no-sustain,0,3,C min,D♯ dim,C,D♯,min,dim,False,1
superflux,0.3,normal_no-sustain,0,4,D♯ dim,C dim,D♯,C,dim,dim,False,1
superflux,0.3,normal_no-sustain,0,5,C dim,G maj,C,G,dim,maj,False,1
superflux,0.3,normal_no-sustain,0,6,G maj,A min,G,A,maj,min,False,1
superflux,0.3,normal_no-sustain,0,7,A min,A♯ min,A,A♯,min,min,False,1
superflux,0.3,normal_no-sustain,0,8,A♯ min,D maj,A♯,D,min,maj,False,1
superflux,0.3,normal_no-sustain,1,0,A min,C♯ maj,A,C♯,min,maj,False,1
superflux,0.3,normal_no-sustain,1,1,C♯ maj,G min,C♯,G,maj,min,False,1
superflux,0.3,normal_no-sustain,1,2,G min,B maj,G,B,min,maj,False,1
superflux,0.3,normal_no-sustain,1,3,B maj,F♯ maj,B,F♯,maj,maj,False,1
superflux,0.3,normal_no-sustain,1,4,F♯ maj,B dim,F♯,B,maj,dim,False,1
superflux,0.3,normal_no-sustain,1,5,B dim,E maj,B,E,dim,maj,False,1
superflux,0.3,normal_no-sustain,1,6,E maj,F min,E,F,maj,min,False,1
superflux,0.3,normal_no-sustain,1,7,F min,A maj,F,A,min,maj,False,1
superflux,0.3,normal_no-sustain,1,8,A maj,G♯ min,A,G♯,maj,min,False,1
superflux,0.3,normal_no-sustain,2,0,D min,G min,D,G,min,min,False,1
superflux,0.3,normal_no-sustain,2,1,G min,C maj,G,C,min,maj,False,1
superflux,0.3,normal_no-sustain,2,2,C maj,F♯ maj,C,F♯,maj,maj,False,1
superflux,0.3,normal_no-sustain,2,3,F♯ maj,C maj,F♯,C,maj,maj,False,1
superflux,0.3,normal_no-sustain,2,4,C maj,F♯ dim,C,F♯,maj,dim,False,1
superflux,0.3,normal_no-sustain,2,5,F♯ dim,E min,F♯,E,dim,min,False,1
superflux,0.3,normal_no-sustain,2,6,E min,C dim,E,C,min,dim,False,1
superflux,0.3,normal_no-sustain,2,7,C dim,A♯ dim,C,A♯,dim,dim,False,1
superflux,0.3,normal_no-sustain,2,8,A♯ dim,F dim,A♯,F,dim,dim,False,1
superflux,0.3,normal_no-sustain,3,0,G dim,C♯ maj,G,C♯,dim,maj,False,1
superflux,0.3,normal_no-sustain,3,1,C♯ maj,F maj,C♯,F,maj,maj,False,1
superflux,0.3,normal_no-sustain,3,2,F maj,F♯ maj,F,F♯,maj,maj,False,1
superflux,0.3,normal_no-sustain,3,3,F♯ maj,D min,F♯,D,maj,min,False,1
superflux,0.3,normal_no-sustain,3,4,D min,B maj,D,B,min,maj,False,1
superflux,0.3,normal_no-sustain,3,5,B maj,F dim,B,F,maj,dim,False,1
superflux,0.3,normal_no-sustain,3,6,F dim,D min,F,D,dim,min,False,1
superflux,0.3,normal_no-sustain,3,7,D min,G maj,D,G,min,maj,False,1
superflux,0.3,normal_no-sustain,3,8,G maj,E maj,G,E,maj,maj,False,1
superflux,0.3,normal_no-sustain,4,0,C maj,G♯ min,C,G♯,maj,min,False,1
superflux,0.3,normal_no-sustain,4,1,G♯ min,F maj,G♯,F,min,maj,False,1
superflux,0.3,normal_no-sustain,4,2,F maj,D dim,F,D,maj,dim,False,1
superflux,0.3,normal_no-sustain,4,3,D dim,D♯ min,D,D♯,dim,min,False,1
superflux,0.3,normal_no-sustain,4,4,D♯ min,A♯ min,D♯,A♯,min,min,False,1
superflux,0.3,normal_no-sustain,4,5,A♯ min,G♯ min,A♯,G♯,min,min,False,1
superflux,0.3,normal_no-sustain,4,6,G♯ min,G♯ min,G♯,G♯,min,min,True,1
superflux,0.3,normal_no-sustain,4,7,G♯ min,B dim,G♯,B,min,dim,False,1
superflux,0.3,normal_no-sustain,4,8,B dim,B maj,B,B,dim,maj,True,1
superflux,0.3,normal_no-sustain,5,0,G♯ maj,F dim,G♯,F,maj,dim,False,1
superflux,0.3,normal_no-sustain,5,1,F dim,D min,F,D,dim,min,False,1
superflux,0.3,normal_no-sustain,5,2,D min,C min,D,C,min,min,False,1
superflux,0.3,normal_no-sustain,5,3,C min,A♯ min,C,A♯,min,min,False,1
superflux,0.3,normal_no-sustain,5,4,A♯ min,A min,A♯,A,min,min,False,1
superflux,0.3,normal_no-sustain,5,5,A min,B min,A,B,min,min,False,1
superflux,0.3,normal_no-sustain,5,6,B min,G♯ min,B,G♯,min,min,False,1
superflux,0.3,normal_no-sustain,5,7,G♯ min,B maj,G♯,B,min,maj,False,1
superflux,0.3,normal_no-sustain,5,8,B maj,A♯ maj,B,A♯,maj,maj,False,1
superflux,0.3,normal_no-sustain,6,0,C♯ min,A maj,C♯,A,min,maj,False,1
superflux,0.3,normal_no-sustain,6,1,A maj,B dim,A,B,maj,dim,False,1
superflux,0.3,normal_no-sustain,6,2,B dim,C♯ dim,B,C♯,dim,dim,False,1
superflux,0.3,normal_no-sustain,6,3,C♯ dim,F dim,C♯,F,dim,dim,False,1
superflux,0.3,normal_no-sustain,6,4,F dim,D maj,F,D,dim,maj,False,0
superflux,0.3,normal_no-sustain,6,5,D maj,A maj,D,A,maj,maj,False,1
superflux,0.3,normal_no-sustain,6,6,A maj,G♯ dim,A,G♯,maj,dim,False,1
superflux,0.3,normal_no-sustain,6,7,G♯ dim,A♯ maj,G♯,A♯,dim,maj,False,1
superflux,0.3,normal_no-sustain,6,8,A♯ maj,G♯ dim,A♯,G♯,maj,dim,False,1
superflux,0.3,normal_no-sustain,7,0,B min,F♯ min,B,F♯,min,min,False,1
superflux,0.3,normal_no-sustain,7,1,F♯ min,B min,F♯,B,min,min,False,1
superflux,0.3,normal_no-sustain,7,2,B min,C♯ dim,B,C♯,min,dim,False,1
superflux,0.3,normal_no-sustain,7,3,C♯ dim,B maj,C♯,B,dim,maj,False,1
superflux,0.3,normal_no-sustain,7,4,B maj,D♯ dim,B,D♯,maj,dim,False,1
superflux,0.3,normal_no-sustain,7,5,D♯ dim,B dim,D♯,B,dim,dim,False,1
superflux,0.3,normal_no-sustain,7,6,B dim,D♯ maj,B,D♯,dim,maj,False,1
superflux,0.3,normal_no-sustain,7,7,D♯ maj,B maj,D♯,B,maj,maj,False,1
superflux,0.3,normal_no-sustain,7,8,B maj,F♯ dim,B,F♯,maj,dim,False,1
superflux,0.3,normal_no-sustain,8,0,C♯ maj,B min,C♯,B,maj,min,False,1
superflux,0.3,normal_no-sustain,8,1,B min,D min,B,D,min,min,False,1
superflux,0.3,normal_no-sustain,8,2,D min,F min,D,F,min,min,False,1
superflux,0.3,normal_no-sustain,8,3,F min,F♯ min,F,F♯,min,min,False,1
superflux,0.3,normal_no-sustain,8,4,F♯ min,C maj,F♯,C,min,maj,False,1
superflux,0.3,normal_no-sustain,8,5,C maj,C maj,C,C,maj,maj,True,1
superflux,0.3,normal_no-sustain,8,6,C maj,E min,C,E,maj,min,False,1
superflux,0.3,normal_no-sustain,8,7,E min,D maj,E,D,min,maj,False,1
superflux,0.3,normal_no-sustain,8,8,D maj,C♯ min,D,C♯,maj,min,False,1
superflux,0.3,normal_no-sustain,9,0,C min,A♯ maj,C,A♯,min,maj,False,1
superflux,0.3,normal_no-sustain,9,1,A♯ maj,G♯ maj,A♯,G♯,maj,maj,False,1
superflux,0.3,normal_no-sustain,9,2,G♯ maj,A♯ dim,G♯,A♯,maj,dim,False,1
superflux,0.3,normal_no-sustain,9,3,A♯ dim,D maj,A♯,D,dim,maj,False,1
superflux,0.3,normal_no-sustain,9,4,D maj,C dim,D,C,maj,dim,False,1
superflux,0.3,normal_no-sustain,9,5,C dim,D dim,C,D,dim,dim,False,1
superflux,0.3,normal_no-sustain,9,6,D dim,B maj,D,B,dim,maj,False,1
superflux,0.3,normal_no-sustain,9,7,B maj,F♯ dim,B,F♯,maj,dim,False,1
superflux,0.3,normal_no-sustain,9,8,F♯ dim,C♯ maj,F♯,C♯,dim,maj,False,1
superflux,0.3,normal_no-sustain,10,0,G maj,D♯ min,G,D♯,maj,min,False,1
superflux,0.3,normal_no-sustain,10,1,D♯ min,D min,D♯,D,min,min,False,1
superflux,0.3,normal_no-sustain,10,2,D min,C min,D,C,min,min,False,1
superflux,0.3,normal_no-sustain,10,3,C min,D maj,C,D,min,maj,False,1
superflux,0.3,normal_no-sustain,10,4,D maj,D maj,D,D,maj,maj,True,1
superflux,0.3,normal_no-sustain,10,5,D maj,D♯ min,D,D♯,maj,min,False,1
superflux,0.3,normal_no-sustain,10,6,D♯ min,G dim,D♯,G,min,dim,False,1
superflux,0.3,normal_no-sustain,10,7,G dim,C min,G,C,dim,min,False,1
superflux,0.3,normal_no-sustain,10,8,C min,C♯ min,C,C♯,min,min,False,1
superflux,0.3,normal_no-sustain,11,0,B maj,F♯ min,B,F♯,maj,min,False,1
superflux,0.3,normal_no-sustain,11,1,F♯ min,C♯ dim,F♯,C♯,min,dim,False,1
superflux,0.3,normal_no-sustain,11,2,C♯ dim,B dim,C♯,B,dim,dim,False,1
superflux,0.3,normal_no-sustain,11,3,B dim,F♯ maj,B,F♯,dim,maj,False,1
superflux,0.3,normal_no-sustain,11,4,F♯ maj,B dim,F♯,B,maj,dim,False,1
superflux,0.3,normal_no-sustain,11,5,B dim,F dim,B,F,dim,dim,False,1
superflux,0.3,normal_no-sustain,11,6,F dim,D dim,F,D,dim,dim,False,1
superflux,0.3,normal_no-sustain,11,7,D dim,D min,D,D,dim,min,True,1
superflux,0.3,normal_no-sustain,11,8,D min,F maj,D,F,min,maj,False,1
superflux,0.3,normal_no-sustain,12,0,G maj,G dim,G,G,maj,dim,True,1
superflux,0.3,normal_no-sustain,12,1,G dim,G dim,G,G,dim,dim,True,1
superflux,0.3,normal_no-sustain,12,2,G dim,A♯ dim,G,A♯,dim,dim,False,1
superflux,0.3,normal_no-sustain,12,3,A♯ dim,D♯ dim,A♯,D♯,dim,dim,False,1
superflux,0.3,normal_no-sustain,12,4,D♯ dim,F♯ maj,D♯,F♯,dim,maj,False,1
superflux,0.3,normal_no-sustain,12,5,F♯ maj,B dim,F♯,B,maj,dim,False,1
superflux,0.3,normal_no-sustain,12,6,B dim,D min,B,D,dim,min,False,1
superflux,0.3,normal_no-sustain,12,7,D min,C♯ min,D,C♯,min,min,False,1
superflux,0.3,normal_no-sustain,12,8,C♯ min,C♯ min,C♯,C♯,min,min,True,1
superflux,0.3,normal_no-sustain,13,0,B min,F maj,B,F,min,maj,False,1
superflux,0.3,normal_no-sustain,13,1,F maj,D♯ dim,F,D♯,maj,dim,False,1
superflux,0.3,normal_no-sustain,13,2,D♯ dim,F dim,D♯,F,dim,dim,False,1
superflux,0.3,normal_no-sustain,13,3,F dim,A♯ maj,F,A♯,dim,maj,False,1
superflux,0.3,normal_no-sustain,13,4,A♯ maj,C dim,A♯,C,maj,dim,False,1
superflux,0.3,normal_no-sustain,13,5,C dim,C maj,C,C,dim,maj,True,1
superflux,0.3,normal_no-sustain,13,6,C maj,F min,C,F,maj,min,False,1
superflux,0.3,normal_no-sustain,13,7,F min,E dim,F,E,min,dim,False,1
superflux,0.3,normal_no-sustain,13,8,E dim,D♯ maj,E,D♯,dim,maj,False,1
superflux,0.3,normal_no-sustain,14,0,A♯ min,A♯ min,A♯,A♯,min,min,True,1
superflux,0.3,normal_no-sustain,14,1,A♯ min,F dim,A♯,F,min,dim,False,1
superflux,0.3,normal_no-sustain,14,2,F dim,A♯ dim,F,A♯,dim,dim,False,1
superflux,0.3,normal_no-sustain,14,3,A♯ dim,A dim,A♯,A,dim,dim,False,1
superflux,0.3,normal_no-sustain,14,4,A dim,F♯ maj,A,F♯,dim,maj,False,1
superflux,0.3,normal_no-sustain,14,5,F♯ maj,A♯ dim,F♯,A♯,maj,dim,False,1
superflux,0.3,normal_no-sustain,14,6,A♯ dim,F♯ maj,A♯,F♯,dim,maj,False,1
superflux,0.3,normal_no-sustain,14,7,F♯ maj,G♯ maj,F♯,G♯,maj,maj,False,1
superflux,0.3,normal_no-sustain,14,8,G♯ maj,F min,G♯,F,maj,min,False,1
superflux,0.3,normal_no-sustain,15,0,C♯ min,B min,C♯,B,min,min,False,1
superflux,0.3,normal_no-sustain,15,1,B min,C♯ dim,B,C♯,min,dim,False,1
superflux,0.3,normal_no-sustain,15,2,C♯ dim,A♯ maj,C♯,A♯,dim,maj,False,1
superflux,0.3,normal_no-sustain,15,3,A♯ maj,F maj,A♯,F,maj,maj,False,1
superflux,0.3,normal_no-sustain,15,4,F maj,D dim,F,D,maj,dim,False,1
superflux,0.3,normal_no-sustain,15,5,D dim,A♯ dim,D,A♯,dim,dim,False,1
superflux,0.3,normal_no-sustain,15,6,A♯ dim,D♯ min,A♯,D♯,dim,min,False,1
superflux,0.3,normal_no-sustain,15,7,D♯ min,D♯ maj,D♯,D♯,min,maj,True,1
superflux,0.3,normal_no-sustain,15,8,D♯ maj,F dim,D♯,F,maj,dim,False,1
superflux,0.3,normal_no-sustain,16,0,F min,F♯ min,F,F♯,min,min,False,1
superflux,0.3,normal_no-sustain,16,1,F♯ min,F♯ maj,F♯,F♯,min,maj,True,1
superflux,0.3,normal_no-sustain,16,2,F♯ maj,F♯ min,F♯,F♯,maj,min,True,1
superflux,0.3,normal_no-sustain,16,3,F♯ min,C maj,F♯,C,min,maj,False,1
superflux,0.3,normal_no-sustain,16,4,C maj,A maj,C,A,maj,maj,False,1
superflux,0.3,normal_no-sustain,16,5,A maj,C♯ maj,A,C♯,maj,maj,False,1
superflux,0.3,normal_no-sustain,16,6,C♯ maj,B dim,C♯,B,maj,dim,False,1
superflux,0.3,normal_no-sustain,16,7,B dim,F maj,B,F,dim,maj,False,1
superflux,0.3,normal_no-sustain,16,8,F maj,G♯ dim,F,G♯,maj,dim,False,1
superflux,0.3,normal_no-sustain,17,0,C min,F min,C,F,min,min,False,1
superflux,0.3,normal_no-sustain,17,1,F min,F♯ maj,F,F♯,min,maj,False,1
superflux,0.3,normal_no-sustain,17,2,F♯ maj,A maj,F♯,A,maj,maj,False,1
superflux,0.3,normal_no-sustain,17,3,A maj,F maj,A,F,maj,maj,False,1
superflux,0.3,normal_no-sustain,17,4,F maj,C♯ min,F,C♯,maj,min,False,1
superflux,0.3,normal_no-sustain,17,5,C♯ min,C♯ maj,C♯,C♯,min,maj,True,1
superflux,0.3,normal_no-sustain,17,6,C♯ maj,F♯ dim,C♯,F♯,maj,dim,False,1
superflux,0.3,normal_no-sustain,17,7,F♯ dim,F min,F♯,F,dim,min,False,1
superflux,0.3,normal_no-sustain,17,8,F min,A min,F,A,min,min,False,1
